unigram,count,beginning_count
pov,2,0
nature,2,1
praesidentenamt,2,0
nationalen,2,0
namensvorschlaege,2,0
praxis,2,0
namensnennung,2,1
namens,2,0
press,2,0
pressde,2,0
noeditsection,2,2
presseanfragen,2,1
naehere,2,0
pressebereich,2,2
nachtraeglich,2,0
pressemeldungen,2,1
nachrichtenseite,2,0
nachrichtenplattform,2,0
principale,2,0
prinzipiell,2,1
posten,2,0
portals,2,0
network,2,0
agenturmeldungen,2,0
afrika,2,0
nl,2,2
nirwanistan,2,0
ninth,2,0
plural,2,0
niemals,2,0
nickserv,2,0
nick,2,2
newsreader,2,0
newsportal,2,0
poll,2,0
poller,2,0
ag,2,0
pop3,2,0
neuwahlen,2,0
neutralen,2,0
portable,2,0
portada,2,1
neujahr,2,0
luxemburg,2,1
ribbeck,2,0
stellt,2,0
spamfilter,2,0
angelegte,2,0
juegos,2,0
sommer,2,0
journalistische,2,0
source,2,0
souveraener,2,0
sowas,2,0
spaeter,2,0
angesprochen,2,0
spanish,2,0
soldaten,2,0
jahrestage,2,0
jahresende,2,0
jahresbericht,2,0
iv,2,0
its,2,0
spenden,2,0
italienisch,2,0
speziell,2,0
ismainpagefront,2,0
angekuendigt,2,0
kalio,2,0
islamischer,2,0
kategorija,2,0
sic,2,0
sicht,2,0
sichtbar,2,0
sieben,2,0
kernel,2,1
kennen,2,0
kay,2,0
katherine,2,0
angeboten,2,0
sinne,2,0
kamen,2,0
kategorieseite,2,1
sinus,2,0
kat,2,0
kaserne,2,0
angegebenen,2,0
smacksmashtour,2,0
kandidieren,2,0
kandidaten,2,0
sofern,2,1
ismainpage,2,0
islam,2,0
richter,2,0
states,2,0
integriert,2,0
staatskrise,2,0
installation,2,2
inland,2,0
stand,2,0
inhaltlich,2,0
94,2,0
infos,2,0
startseite,2,0
statistik,2,0
staatsformen,2,0
informationsdienst,2,2
information,2,0
stattfinden,2,0
infodienst,2,0
infode,2,0
status,2,0
indiens,2,0
918d,2,0
steinewerfer,2,0
interessante,2,1
interesse,2,0
isdiff,2,0
iraker,2,0
spielten,2,0
spielwiese,2,0
irland,2,0
irgendwo,2,1
spionage,2,0
spionageaffaere,2,0
spongebot,2,0
ircclients,2,0
9aj,2,0
ipadresse,2,0
staatsfernsehen,2,0
sprecher,2,0
sprecherin,2,0
sprengstoff,2,0
sq,2,2
9739,2,0
internetseiten,2,0
internationale,2,0
international,2,0
staatsanwaltschaft,2,0
klaeren,2,0
klage,2,0
klammern,2,0
analyse,2,0
library,2,0
absichtlich,2,0
leute,2,0
letzteres,2,0
analoges,2,0
leser,2,1
lesen,2,0
length,2,0
absichten,2,0
lehrbuecher,2,0
liess,2,0
anatoliy,2,0
santiago,2,0
schaffen,2,0
late,2,0
lars,2,0
languages,2,0
lang,2,0
land,2,0
schliesslich,2,0
russland,2,0
rundfunk,2,0
setzt,2,0
localmonthname,2,0
ludoj,2,0
richtige,2,0
richtigen,2,0
richtung,2,0
lokal,2,0
rockband,2,0
amsel,2,0
log,2,0
localurl,2,0
localdayname,2,1
ana,2,0
localday2,2,0
lizenzbedingungen,2,0
rubriken,2,0
rueckblick,2,0
linuxkernel,2,2
amtsenthebungsverfahren,2,1
linus,2,0
amtsgericht,2,0
linkliste,2,0
schliesst,2,0
laeuft,2,0
laengerer,2,0
kompromisslösung,2,0
kopf,2,0
sd,2,2
se,2,0
konzept,2,0
sechs,2,0
kontinente,2,0
see,2,1
sehe,2,0
abo,2,0
kompletten,2,0
laenger,2,0
kommunikationsguerilla,2,0
kommentar,2,0
komenciĝas,2,0
kolombio,2,0
angeben,2,0
klipfarm,2,0
servers,2,0
service,2,1
klicke,2,0
script,2,0
anfang,2,0
korrekt,2,0
korrektur,2,0
laenderkategorien,2,0
la,2,0
kölner,2,0
schonmal,2,0
kuwait,2,0
kurier,2,1
kundschaft,2,0
kuerze,2,0
abruf,2,0
about,2,0
schwer,2,0
schwierige,2,0
kriminalitaet,2,0
krankheit,2,0
science,2,0
kostenpflichtiger,2,0
kostenpflichtig,2,0
korrigiert,2,0
screenshot,2,0
florida,2,0
ostern,2,0
zentralen,2,0
dominikanischen,2,0
comment,2,0
werke,2,0
volksrepublik,2,0
erwartet,2,0
berichtet,2,0
викивести,2,0
wert,2,0
volle,2,0
wartung,2,0
vollstaendige,2,1
berichten,2,0
verkauf,2,0
eindeutiges,2,0
aussagen,2,0
einfache,2,1
vernehmen,2,0
вікіновини,2,0
espectáculo,2,0
bitten,2,0
ausschuss,2,0
bereich,2,0
головна,2,0
erstmal,2,0
doppelten,2,0
co,2,0
biotech,2,1
dresden,2,0
client,2,1
verstorbene,2,0
erp,2,0
111alleskönner,2,0
clients,2,0
would,2,0
cable,2,1
zeichen,2,0
verspricht,2,0
dplisten,2,0
wortlaut,2,0
ersetzt,2,0
closing,2,0
attribution,2,0
администратори,2,0
asperg,2,0
300px,2,0
2009,2,0
entgegen,2,0
versehentlich,2,0
c70b,2,0
bleibt,2,0
diwas,2,0
con,2,0
wiederhergestellt,2,0
dioxinvergiftung,2,0
event,2,0
wobei,2,0
content,2,0
zunaechst,2,1
eventuell,2,0
dion,2,0
wiederholung,2,0
websuite,2,0
zumindest,2,0
страница,2,0
уикиновини,2,0
dinosaurier,2,0
blödsinn,2,0
zukunft,2,1
digital,2,0
verkauft,2,0
bekommt,2,0
corporation,2,0
existierenden,2,0
2001,2,0
direkter,2,0
whatlinkshere,2,0
zuordnung,2,1
whole,2,0
benutzte,2,1
eingabefeld,2,0
diversen,2,0
zeichenkodierung,2,1
benutzeroberflaeche,2,0
wichtige,2,0
benutzerblockaden,2,0
woelle,2,0
verlinkt,2,0
diskutiert,2,0
aufmerksamkeit,2,0
blockade,2,0
voraussichtlich,2,0
vorbei,2,1
asahi,2,1
blockieren,2,0
börse,2,0
blog,2,0
verlauten,2,0
energie,2,0
erneuter,2,1
erneuten,2,0
zusammenarbeit,2,0
e,2,0
center,2,0
verwendete,2,0
180,2,0
erfolgte,2,0
beteiligten,2,0
bgh,2,1
beteilige,2,0
erfuellt,2,0
ch,2,0
verwende,2,1
vibber,2,0
xinhua,2,1
xchat,2,0
zustand,2,0
105,2,0
240,2,0
verwaiste,2,0
weblogs,2,0
bestimmungen,2,0
erhalten,2,0
weiteren,2,0
yahoo,2,1
yarema,2,0
zusammenhang,2,0
editwars,2,0
ereignis,2,0
beyer,2,0
zweck,2,1
ausprobiert,2,0
150px,2,0
ereignissen,2,0
ausprobieren,2,0
bewaffneter,2,0
153,2,0
ausnahme,2,1
ebnet,2,0
bezieht,2,0
veröffentlichten,2,1
eben,2,0
bezogen,2,0
zweiter,2,1
242,2,0
zweites,2,0
betrifft,2,0
zahl,2,0
enzyklopaedie,2,0
web,2,0
we,2,0
erneut,2,0
eigenes,2,0
entscheiden,2,1
erlaesst,2,0
virtuellen,2,0
erlaeuterungen,2,0
erlaubnis,2,0
erledigen,2,1
chronologisch,2,0
besonders,2,0
übereinstimmung,2,0
bildung,2,0
vivadesigner,2,0
drueben,2,0
drohte,2,0
entmilitarisierung,2,0
20jaehrige,2,0
wasserlauf,2,0
write,2,0
ernannt,2,0
übersetzungsdienst,2,1
beschraenkt,2,0
beschloss,2,0
virtuelle,2,0
bildbeschreibungsseite,2,0
bestimmte,2,0
bestaetigen,2,0
weiterentwickelt,2,0
zdnet,2,0
wörtlich,2,0
wöchentlichen,2,0
erik,2,0
entsteht,2,1
bieten,2,0
weiterer,2,1
entstanden,2,0
vikihaber,2,0
erkennen,2,0
vikinovaĵoj,2,0
zealand,2,0
entsprechen,2,0
weiterhelfen,2,0
chinesische,2,0
weiterhin,2,0
weiterleitung,2,1
ausserhalb,2,0
224,2,0
vertreter,2,0
bekanntwerden,2,0
verlaengerung,2,0
enable,2,0
vorschlaege,2,1
automatische,2,1
darstellung,2,0
vše,2,0
darueber,2,0
beantwortet,2,0
aufgefuehrt,2,0
wikinewsmitarbeiter,2,0
beachten,2,0
wikinewsnamensraum,2,0
fernhaelt,2,0
automatischen,2,1
bdd5,2,0
verbesserungen,2,0
broadcasting,2,0
bundesgerichtshof,2,0
zitate,2,1
ferraridaten,2,0
december,2,0
verbesserung,2,0
bauwewsen,2,0
122,2,0
dello,2,0
feiern,2,0
verarbeitet,2,0
fehlt,2,0
befehle,2,1
waffen,2,0
ekonomi,2,0
ويكي,2,0
beendigung,2,0
einlaedt,2,0
verdacht,2,0
briat,2,0
feb,2,0
deshalb,2,0
bedeutung,2,0
vorliegt,2,0
wiktionary,2,0
waehlbar,2,0
brion,2,0
verbreiten,2,0
zeitumstellung,2,0
dennoch,2,0
verbraucher,2,0
waechst,2,0
bearbeitung,2,0
bauwesen,2,0
verarbeiten,2,0
و,2,0
artikelnamensraum,2,0
banner,2,1
davon,2,0
baile,2,0
vectoractiondelete,2,0
buergerjournalisten,2,0
babel,2,0
36,2,0
artikelkonzept,2,0
finder,2,0
vandalismus,2,0
bundesagentur,2,0
b5,2,0
finisterra,2,0
000ste,2,0
datumskategorie,2,0
vorwuerfen,2,0
firma,2,0
uv,2,0
위키뉴스,2,0
firmensprecher,2,0
eintrag,2,0
veraendern,2,0
veraendert,2,0
baut,2,0
day,2,0
verantwortung,2,0
wikispecies,2,0
wikinews®,2,2
123,2,0
141,2,0
政治,2,0
augenkrebsfördernde,2,0
verantwortliche,2,0
verantwortlich,2,0
festival,2,0
festivalsommer,2,0
dateiformate,2,0
aufgebaut,2,0
festnahme,2,0
basis,2,0
wikisource,2,0
veranstaltungskalender,2,0
1994,2,0
veralten,2,0
datenbank,2,0
ffm,2,0
daneben,2,0
bundesnetzagentur,2,0
beide,2,0
zeitschriften,2,0
brandenburg,2,0
brandstifter,2,0
create,2,0
vorgeworfen,2,0
ausschluss,2,0
wikimediaprojekten,2,0
behandeln,2,0
verfassung,2,0
behaelt,2,0
fakten,2,0
artikelzahl,2,1
fallen,2,0
vorher,2,0
deutschlands,2,0
wirtschaftliche,2,0
dicembre,2,0
dient,2,0
zufolge,2,0
verfolgt,2,0
أخبار,2,0
143,2,0
الأخبار,2,0
vergangenen,2,0
button,2,0
اقتصاد,2,0
wahlkommission,2,0
cri,2,0
crm,2,0
border,2,1
wahlkampf,2,2
eingebunden,2,0
extern,2,0
200,2,0
33,2,0
aufstellung,2,0
aufbau,2,0
wissen,2,1
falsch,2,1
emails,2,0
bundesverfassungsgerichts,2,0
wikinewsakkreditierten,2,0
bundestages,2,0
falsche,2,0
farben,2,0
auswaertiges,2,0
eingetragene,2,0
braucht,2,0
explorer,2,0
breaking,2,1
wahlen,2,0
vereinigten,2,0
dadurch,2,0
wiener,2,1
details,2,0
dagegen,2,0
einheitlichkeit,2,0
winter,2,0
wirf,2,0
creative,2,1
beginnw,2,2
beginnen,2,0
false,2,0
eingeraeumt,2,0
eingereicht,2,0
222,2,0
vorjahr,2,0
bombenanschlag,2,1
bombenanschlagsserie,2,0
reis,1,0
reihe,1,0
zeilen,1,0
regierungskandidat,1,0
reinzukopieren,1,0
regulaeren,1,0
149,1,1
zeitdruck,1,0
resources,1,0
requirements,1,0
regulierungsbehörde,1,0
reichen,1,0
region,1,0
reicht,1,0
zaehigkeit,1,0
reichster,1,0
regierungspartei,1,0
zeigen,1,0
zensur,1,0
zeilenweise,1,0
regierungstreue,1,0
respected,1,0
14158396885,1,0
religiösen,1,0
request,1,0
relevanz,1,0
zehntausendsten,1,0
regionalen,1,0
zeitumstellungws,1,0
rentner,1,0
zeitumstellungsw,1,0
relevante,1,0
renommiertester,1,0
regionaler,1,0
replacement,1,0
renommiertesten,1,0
rein,1,0
religion,1,1
rennstalls,1,0
accounts,1,0
regionalwahlen,1,0
remain,1,0
zeitschriftenagenturen,1,0
zehntausende,1,0
register,1,0
regional,1,0
zahlenformate,1,1
republic,1,0
zeichnet,1,0
zeitschrift,1,0
zdfheute,1,0
zeichnen,1,0
abzudecken,1,0
reportern,1,0
access,1,0
reiter,1,0
regionalrat,1,0
reporter,1,0
14158820495,1,0
reportage,1,0
rekord,1,0
account,1,1
rettungsmissionen,1,0
370,1,0
abstuerzen,1,0
wirtschaftsminister,1,0
schaeden,1,0
1970er,1,0
schalten,1,0
absicht,1,0
schattendasein,1,0
schauspielerin,1,0
scheidenden,1,0
scheinen,1,0
wirtschaftsredakteure,1,0
scheiterten,1,0
rex,1,0
schere,1,0
scherenaehnlichen,1,0
scherz,1,0
schicken,1,0
schimbări,1,0
1986,1,0
abschreiben,1,0
schlage,1,1
wirkung,1,0
schadensersatzrecht,1,0
schade,1,0
sayfa,1,0
sauriers,1,0
sah,1,0
woanders,1,0
wn,1,0
sala,1,0
salle,1,0
sammelst,1,0
sammelt,1,0
witze,1,1
without,1,0
samstagmorgen,1,0
san,1,1
santa,1,0
wissensdatenbanken,1,0
wissenschaftlter,1,0
sass,1,0
satellitennavigationssystem,1,0
satz,1,0
saudi,1,1
saurier,1,0
schlagwortkatalog,1,0
wirklichkeit,1,0
schliessen,1,0
schreib,1,0
wikiversity,1,0
abrufen,1,0
schreibfehlers,1,0
schreibst,1,0
wikiuutiset,1,0
schrieben,1,0
schriftlichen,1,0
schritt,1,0
abrufbar,1,0
schueler,1,1
schuetzen,1,0
schussfest,1,0
wikiquote,1,0
schutz,1,0
schutzrechte,1,0
schutzstaffel,1,0
schwaeche,1,0
wikiqoute,1,0
wikipediasupplement,1,0
abschliessend,1,0
wikiversum,1,0
wireservice,1,0
wikiştiri,1,0
wired,1,0
wire,1,0
winzige,1,0
schluesselprinzipien,1,0
1987,1,0
schluss,1,1
schmeisst,1,0
willige,1,0
schneller,1,0
wilhelm,1,0
schnelligkeit,1,0
1992,1,0
schnelllöschfaehige,1,0
schnelllöschkandidaten,1,0
wikt,1,0
schnellsten,1,0
schnellsuchleiste,1,0
wikiștiri,1,0
schnurlosen,1,0
wochen,1,0
safety,1,0
wochenende,1,0
rio,1,0
abstimmen,1,0
wörterbuecher,1,0
wwdc,1,0
rodriguez,1,0
wwalfu,1,0
wurzelkategorie,1,1
1881152,1,0
rohrkrepierer,1,0
wunsch,1,0
wuerdest,1,0
roland,1,0
18928,1,0
rom,1,0
rosanna,1,0
rote,1,1
rotgruenen,1,0
rponline,1,0
rs,1,0
18jaehrige,1,0
risiko,1,0
ringmaterial,1,0
rssfeedunterstuetzung,1,0
1814s,1,0
rezepturen,1,0
rheinlandpfalz,1,0
rheinufer,1,0
york,1,0
yomiuri,1,0
ynet,1,1
yllaepitaejaet,1,0
yet,1,0
15dc2c,1,0
richten,1,0
xinhuanet,1,1
richtigkeit,1,0
richtlinie,1,0
x65px,1,0
riesenpinguin,1,0
riesensaurier,1,0
x30px,1,0
abstimmung,1,0
rights,1,0
wuenschten,1,0
rssnewsfeed,1,0
saemtlicher,1,0
woren,1,1
rundschau,1,0
runoff,1,0
russian,1,0
russisch,1,0
19123,1,0
wollt,1,0
récentes,1,0
rédaction,1,0
193,1,0
1964,1,0
sa,1,0
woher,1,0
wog,1,0
wodrueber,1,0
saarbruecken,1,1
sachen,1,0
sack,1,0
wochenzeitung,1,0
saemtliche,1,0
rundfunksendungen,1,0
rundfunkanstalten,1,0
rssreader,1,0
1900828,1,0
wuensche,1,0
rtcg,1,1
rtmark,1,1
rts,1,1
abstand,1,0
wozu,1,0
woxx,1,1
rueckmeldung,1,0
zentral,1,0
rueckt,1,0
ruecktritt,1,0
rueckwaertssuche,1,0
rufnummer,1,0
ruhrgebiet,1,0
rumaenisch,1,0
rumgetickere,1,0
abspeichern,1,0
wort,1,1
rundfunkanstalt,1,0
ruecksprache,1,0
quelltextes,1,0
regierungschef,1,0
plenardebatte,1,0
אחרונים,1,0
plos,1,0
экономика,1,0
pluralform,1,0
adminstatus,1,1
podría,1,0
point,1,0
polen,1,0
politica,1,0
politics,1,0
страна,1,0
спеціальні,1,0
politică,1,0
специални,1,0
politiikka,1,0
служебная,1,0
промени,1,0
последни,1,0
politiker,1,0
politikk,1,0
politiko,1,0
אנשים,1,0
הצהרת,1,0
physikalische,1,0
plazieren,1,0
pickings,1,0
pictureswitching,1,0
adressleiste,1,0
adressen,1,0
اتاق,1,0
planeten,1,0
إداريون,1,0
أحدث,1,0
plastiksaecke,1,0
plateosauriern,1,0
שינויים,1,0
ראשי,1,0
קטגוריות,1,0
עמוד,1,0
adressbuch,1,0
משימה,1,0
platzte,1,0
מפעיל,1,0
מערכת,1,0
plaudern,1,0
מיוחד,1,0
politique,1,0
politische,1,1
polityka,1,0
polizei,1,0
positionskarte,1,0
administrators,1,0
posteingang,1,0
postfaecher,1,0
бизнис,1,0
адміністратори,1,0
postscript,1,0
potential,1,0
potentieller,1,0
potsdam,1,0
администраторы,1,0
poynter,1,0
početna,1,0
praesentierten,1,0
οικονομία,1,0
κατηγορία,1,0
διαχειριστές,1,0
βικινέα,1,0
praesidentschaftskandidat,1,0
praesidentschaftskandidaten,1,0
ĉio,1,0
posebno,1,0
викиновостей,1,0
всё,1,0
и,1,0
посебно,1,0
polizeieinsatz,1,0
політика,1,0
polizist,1,0
начална,1,0
миссия,1,0
мета,1,0
01a6f3,1,0
икономика,1,0
pop3filter,1,0
administratorzy,1,0
popup,1,0
заглавная,1,0
економіка,1,0
економија,1,0
главна,1,0
adminkandidatur,1,0
administruesit,1,0
portalen,1,0
administratörer,1,0
التغييرات,1,0
php,1,0
zentraler,1,0
paneelen,1,1
paperball,1,0
メインページ,1,0
ウィキニュースの使命,1,0
papst,1,0
parameter,1,0
003492,1,0
†,1,0
parlamentswahl,1,0
aehnlich,1,0
aege,1,0
passt,1,0
patalong,1,0
—,1,0
patenten,1,0
005,1,0
paulvorbach,1,0
pauschal,1,0
หมวดหมู่,1,0
หน้าหลัก,1,0
pc,1,0
วิกิข่าว,1,0
panicmache,1,0
以人物命名的分類,1,0
الرئيسية,1,0
paleontologia,1,0
oswald,1,0
other,1,0
사람,1,0
our,1,0
out,1,0
관리자,1,0
ozeanisches,1,1
p,1,0
경제,1,0
首页,1,0
财经,1,0
編集室,1,0
paeaeluokat,1,0
維基新聞,1,0
経済,1,0
管理者,1,0
管理员,1,0
特別,1,0
paket,1,0
palaeontologie,1,0
使命声明,1,0
พิเศษ,1,0
முதற்,1,0
pdf,1,0
pdfexport,1,0
personnalité,1,0
persönlich,1,0
persönlichen,1,0
persönlichkeiten,1,0
خبر,1,0
خاص,1,0
peruanerin,1,0
حسب,1,0
peruanische,1,0
perus,1,0
006,1,0
peter,1,0
تجارت,1,0
الصفحة,1,0
pflanzenfressenden,1,0
pflegt,1,0
الشخص,1,0
pforzheimer,1,0
pgpfunktionalitaet,1,0
phaenomens,1,0
philippinischen,1,0
persones,1,0
رده‌ها,1,0
personer,1,0
personal,1,0
பக்கம்,1,0
பகுப்பு,1,0
சிறப்பு,1,0
அரசியல்,1,0
perdón,1,0
perlentaucher,1,1
permanent,1,0
pero,1,0
مُک,1,0
advanced,1,0
سياسة,1,0
personalien,1,0
منازعات,1,0
مدیران,1,0
صفحو,1,0
personalwechsel,1,0
personas,1,0
سیاست,1,0
personaĵoj,1,0
persone,1,0
060,1,0
praezisieren,1,0
übersetzungsservice,1,1
zusaetzlich,1,0
zurueckzugeben,1,0
quelltext,1,0
zurueckliegendes,1,0
wikipedias,1,0
zurueckholen,1,0
zurueckhaltender,1,0
quezon,1,0
radiosender,1,0
rahmenbedingungen,1,0
zurueckbekommen,1,0
raketenstart,1,0
rand,1,0
randall,1,0
rasant,1,0
zurecht,1,0
raus,1,0
rauschen,1,0
rausnehmen,1,0
zugunsten,1,0
zugriffszahlen,1,0
rcs,1,0
zurzeit,1,0
zusaetzliche,1,0
praktisch,1,0
quellenabschnitte,1,0
zusammenkommen,1,0
publikums,1,0
published,1,0
publishing,1,0
publizistik,1,0
zusammenhaengende,1,0
punkte,1,0
push,1,0
pushen,1,0
zusammengestellt,1,0
qualitaetsverbesserung,1,0
quantitative,1,0
quarkxpress,1,0
quarkxpressdateien,1,0
quartals,1,0
zusammengekommen,1,0
que,1,0
quellartikels,1,0
quellcode,1,0
ada,1,1
ad,1,0
readable,1,0
activity,1,0
readersedition,1,0
zugleich,1,0
zudem,1,0
zoomer,1,0
redacción,1,0
redactieruimte,1,0
redacção,1,0
rede,1,0
achtung,1,0
reduziert,1,0
zmiany,1,0
zitiert,1,0
zitatsammlung,1,0
zitats,1,0
regarding,1,1
zerstören,1,0
regelmaessig,1,0
regelmaessige,1,0
accueil,1,0
zerreissprobe,1,0
regelung,1,0
zentrum,1,0
regenerative,1,0
red,1,0
rechtswidrig,1,0
zuendete,1,0
zugaenglich,1,0
zugestimmt,1,0
reaktionen,1,0
act,1,0
116,1,0
recente,1,0
zugangsdaten,1,1
recentes,1,0
zugaenglichen,1,0
recents,1,0
rechenschaft,1,0
rechtsmittel,1,0
recherchieren,1,0
recherchierten,1,0
zuercher,1,0
ack,1,1
rechteinhaber,1,0
rechteinhabers,1,0
achtziger,1,0
rechtschreibpruefung,1,0
zuendfunk,1,0
zusammenlegen,1,0
10kbericht,1,0
pub,1,1
produktion,1,0
ökologische,1,0
öffnet,1,0
principală,1,0
print,1,0
prinzip,1,0
öffentlicher,1,0
öffentlichen,1,0
privacy,1,0
privatanwender,1,1
öffentlich,1,0
privaten,1,0
índice,1,0
administrator,1,1
probeweise,1,0
probiern,1,0
probiers,1,0
administrative,1,0
problemartikel,1,0
économie,1,0
administrateurs,1,0
process,1,0
önner,1,0
prettytable,1,0
pressetext,1,1
überpruefe,1,1
praktische,1,0
übersetzungsrichtung,1,0
preload,1,1
übersetzungsqualitaet,1,1
presidential,1,0
pressbereich,1,1
übersetzungen,1,0
administratori,1,0
übersetzers,1,0
überkategorien,1,0
administratorenaktivit,1,0
presseberichte,1,0
pressedienst,1,0
übergriffe,1,0
pressefreiheit,1,0
økonomi,1,0
administratorer,1,0
österreichische,1,0
presseraum,1,0
administratorenrechte,1,0
produkte,1,0
produktiver,1,0
pte,1,0
professional,1,0
protestaktionen,1,0
protocol,1,0
provide,1,0
provinz,1,0
prowestliche,1,0
zweitens,1,0
106,1,0
administradors,1,0
prozess,1,0
prozesses,1,0
zweimonatlich,1,0
109,1,0
zwanzigste,1,0
zuwachs,1,0
zuvorkommt,1,0
zutreffende,1,0
pseudonym,1,0
pseudonyme,1,0
zutreffen,1,0
zustimmung,1,0
zustimmen,1,0
propulsion,1,0
prometheus,1,0
projektwebsite,1,0
project,1,1
professor,1,0
¿alguno,1,0
profilverwaltung,1,0
profitieren,1,0
»nutzer,1,0
zz,1,0
zwölffachen,1,0
programmierer,1,0
programmpaket,1,0
projects,1,0
projektportal,1,1
administrantoj,1,0
zwölf,1,0
projektintere,1,0
zwischenzeitlich,1,0
zwischenstopp,1,0
projektinterne,1,0
projektinternen,1,0
zweiwöchentlich,1,0
zweitgrösste,1,0
schweizer,1,1
wikihírek,1,0
schwere,1,0
tküv,1,0
tiker,1,1
time,1,0
597,1,0
tippfehler,1,0
59380,1,0
titels,1,0
vertrauter,1,0
vertraulichen,1,0
titus,1,0
vertrauliche,1,0
tobias,1,0
too,1,0
toc,1,0
todesfaellen,1,0
vertrauen,1,0
vertraegt,1,0
286,1,0
verteidigung,1,0
toiminnot,1,0
tolentino,1,0
versuchen,1,0
555,1,0
tiger,1,0
tiere,1,0
tiefere,1,0
ticino,1,0
themenbereiche,1,0
themenbereichen,1,0
themenbesprechung,1,0
63,1,0
themenspezifische,1,1
verurteilte,1,0
themenuebersicht,1,0
61538,1,0
themeverarbeitung,1,0
there,1,0
verurteilt,1,0
verursachen,1,0
60px,1,0
veruebt,1,0
though,1,0
vertrieben,1,0
vertrieb,1,0
thueringen,1,0
600,1,0
5b92e5,1,0
thunderbirdentwickler,1,0
versuche,1,0
ostsee,1,0
vermittelt,1,0
tribune,1,1
traum,1,0
verschluesselten,1,0
travemuende,1,0
verschluesseln,1,0
trends,1,0
treten,1,0
treue,1,0
verschiedene,1,0
verschiebung,1,0
323,1,0
verschaerfter,1,0
toolserverprojekte,1,0
verpufft,1,0
verpflichtet,1,0
tropensturm,1,0
trost,1,0
trotz,1,0
53918,1,0
vermögen,1,0
truebe,1,0
trujillo,1,0
vermutlich,1,1
traten,1,0
verschluesslte,1,0
trat,1,0
trasladar,1,0
versuch,1,0
tooltipcadelete,1,0
topmeldung,1,0
topmeldungen,1,0
tot,1,0
totally,1,0
verstösse,1,0
totgeschrieben,1,0
tour,1,0
verstorben,1,0
toyotasystem,1,0
versteinerten,1,0
verstaendnis,1,0
tracken,1,0
tradition,1,0
traditional,1,0
tragen,1,0
tragischen,1,0
trail,1,0
versichere,1,1
translation,1,0
vervielfaeltigen,1,0
themenarchiv,1,0
verwaist,1,0
722,1,0
tat,1,1
taten,1,0
viquinotícies,1,0
tatsaechlichen,1,0
taugt,1,0
tausend,1,0
vierte,1,0
tecchannel,1,0
vielzahl,1,0
2300,1,0
technisch,1,0
636,1,0
2345866,1,0
technologie,1,0
technology,1,0
tehelka,1,1
72,1,0
teilbereiche,1,0
videos,1,0
video,1,0
veröffentlichungsfaehigen,1,0
veröffentlichungsdatums,1,0
tastenkombination,1,0
tastatur,1,0
viva,1,0
tank,1,0
vollstreckungsschutz,1,0
tafeln,1,0
vollstaendigkeit,1,0
7tagelöschregelung,1,0
tagblatt,1,0
vollem,1,0
voll,1,0
void,1,0
770,1,0
voices,1,0
vizevorsitzender,1,0
tagesaktuell,1,0
vizevorsitzenden,1,0
tagesaktuelle,1,0
tagesaktuellen,1,0
tagesgeschehen,1,0
tageshoch,1,0
tagesschau,1,1
vivapress,1,0
tagungen,1,0
tanjug,1,1
veröffentlichungen,1,0
teilzunehmen,1,0
telefonabstimmung,1,0
verwertungsrechte,1,0
testergebnisses,1,0
testing,1,0
tests,1,0
testseite,1,0
testurteil,1,0
681,1,0
textbeginn,1,1
verwendung,1,0
verwendeten,1,0
671470,1,0
253,1,0
textportal,1,0
25px,1,0
textschnipsel,1,0
verweist,1,0
verwandtschaft,1,0
650,1,0
65,1,0
verwandt,1,0
64bit,1,0
thematisch,1,0
testergebnissen,1,0
verwies,1,0
711,1,0
terroristischen,1,0
telefonieren,1,0
telegraph,1,1
veröffentlichte,1,0
24hr,1,0
24jaehrige,1,0
veröffentlich,1,0
telekomtochter,1,1
70,1,0
verzug,1,0
teletext,1,1
television,1,0
termin,1,0
terminangabe,1,0
termine,1,0
terminechannel,1,0
verzichtet,1,0
terminierte,1,1
terrorgruppe,1,0
terrorist,1,0
verzichten,1,0
terroristen,1,0
tsunami,1,0
tsystemsdarmstadt20051113,1,0
schweren,1,0
verbreitung,1,0
unglaubwuerdiger,1,0
ungleichmaessiger,1,0
unheilbaren,1,0
uni,1,0
union,1,0
verbunden,1,0
universitaeten,1,0
unmittelbar,1,0
unmittelbaren,1,0
unmoderiert,1,0
unnötige,1,0
untergrundorganisation,1,0
verbraucherzentralen,1,0
unregelmaessigkeiten,1,0
346,1,0
unsererseits,1,0
unsern,1,0
unsinn,1,0
unten,1,0
verbot,1,0
untergeordnet,1,0
verbleibe,1,0
unglaublich,1,0
verehrte,1,1
ungewöhnliches,1,0
ungenauigkeiten,1,0
unbemannten,1,0
unbeschraenktes,1,0
unbestritten,1,0
vereinschatraum,1,0
vereinigung,1,0
unbeteiligt,1,0
vereinigtes,1,0
unblock,1,0
unblogbar,1,0
unbrauchbare,1,0
unfaelle,1,0
unfall,1,0
336,1,0
vereinheitlichung,1,1
unfortunately,1,1
ungarisch,1,0
vereinfachte,1,0
vereinen,1,0
ungarische,1,0
vereinbarung,1,0
ungarn,1,0
verbindungen…,1,0
unterhaltung,1,0
tuerkei,1,0
ve,1,0
urheber,1,0
veranstaltung,1,0
urheberrechten,1,0
urheberrechtlich,1,0
urls,1,0
400px,1,0
verabschiedete,1,0
urteile,1,0
urteilsgrund,1,0
400,1,0
38,1,0
unterkategorie,1,0
variante,1,0
